"algorithm","fun","dimension","ert","precision","rank"
"MCS",9,5,369,1e-07,1
"FULLNEWUOA",9,5,492.5333,1e-07,2
"BFGS",9,5,507,1e-07,3
"AVGNEWUOA",9,5,538.6,1e-07,4
"NEWUOA",9,5,641.7333,1e-07,5
"Nelder-Doerr",9,5,748.8,1e-07,6
"GLOBAL",9,5,980.2667,1e-07,7
"(1+2_m^s) CMA-ES",9,5,1448.933,1e-07,8
"(mu+lambda) CMA-ES",9,5,1738.467,1e-07,9
"IPOP-ACTCMA-ES",9,5,1814.267,1e-07,10
"fminsearch",9,5,1979.733,1e-07,11
"(1 4_m^s) CMA-ES",9,5,2132.067,1e-07,12
"BIPOP-CMA-ES",9,5,2302.333,1e-07,13
"(1+1) CMA-ES",9,5,2378.667,1e-07,14
"(1 4_m) CMA-ES",9,5,2478.267,1e-07,15
"(1 4^s) CMA-ES",9,5,2561.533,1e-07,16
"IPOP-CMA-ES",9,5,2657.933,1e-07,17
"IPOP-SEP-CMA-ES",9,5,2845.933,1e-07,18
"(1 4) CMA-ES",9,5,3159.467,1e-07,19
"(1 2_m^s) CMA-ES",9,5,3248.4,1e-07,20
"NBC-CMA",9,5,3492.6,1e-07,21
"G3PCX",9,5,3623.267,1e-07,22
"VNS",9,5,3761.667,1e-07,23
"(1 2_m) CMA-ES",9,5,3853.267,1e-07,24
"iAMALGAM",9,5,4403.933,1e-07,25
"Local Search - Rosenbrock",9,5,5023.867,1e-07,26
"AMALGAM",9,5,5707.6,1e-07,27
"MA-LS-CHAIN",9,5,5982.267,1e-07,28
"MOS",9,5,6178.2,1e-07,29
"DE-F-AUC",9,5,6198.667,1e-07,30
"(1 2) CMA-ES",9,5,7125,1e-07,31
"PM-AdapSS-DE",9,5,7937.733,1e-07,32
"DEuniform",9,5,8171.867,1e-07,33
"(1 2^s) CMA-ES",9,5,11310.33,1e-07,34
"Cauchy-EDA",9,5,15963.27,1e-07,35
"CMA-EGS",9,5,16770.47,1e-07,36
"One-Fifth Variant3",9,5,98209.13,1e-07,37
"DIRECT",9,5,112884.3,1e-07,38
"ALPS",9,5,207116.1,1e-07,39
"nPOEMS",9,5,442963.3,1e-07,40
"PSO",9,5,1016007,1e-07,41
"oPOEMS",9,5,1036424,1e-07,42
"EDA-PSO",9,5,1051275,1e-07,43
"DASA",9,5,3276399,1e-07,44
"PSO_Bounds",9,5,7444766,1e-07,45
"MCS",9,5,372.8,1e-08,1
"FULLNEWUOA",9,5,494.7333,1e-08,2
"BFGS",9,5,510.6,1e-08,3
"AVGNEWUOA",9,5,544.2,1e-08,4
"NEWUOA",9,5,651.8667,1e-08,5
"Nelder-Doerr",9,5,772.4,1e-08,6
"(1+2_m^s) CMA-ES",9,5,1486.133,1e-08,7
"GLOBAL",9,5,1762.923,1e-08,8
"(mu+lambda) CMA-ES",9,5,1787,1e-08,9
"IPOP-ACTCMA-ES",9,5,1894.867,1e-08,10
"fminsearch",9,5,2003.933,1e-08,11
"(1 4_m^s) CMA-ES",9,5,2178.2,1e-08,12
"BIPOP-CMA-ES",9,5,2382.2,1e-08,13
"(1+1) CMA-ES",9,5,2426.667,1e-08,14
"(1 4_m) CMA-ES",9,5,2544.533,1e-08,15
"(1 4^s) CMA-ES",9,5,2620.267,1e-08,16
"IPOP-CMA-ES",9,5,2736.133,1e-08,17
"IPOP-SEP-CMA-ES",9,5,2916.267,1e-08,18
"(1 4) CMA-ES",9,5,3230.333,1e-08,19
"(1 2_m^s) CMA-ES",9,5,3335.8,1e-08,20
"NBC-CMA",9,5,3622.8,1e-08,21
"G3PCX",9,5,3702.933,1e-08,22
"VNS",9,5,3845.4,1e-08,23
"(1 2_m) CMA-ES",9,5,3926.133,1e-08,24
"iAMALGAM",9,5,4528.8,1e-08,25
"Local Search - Rosenbrock",9,5,5233.6,1e-08,26
"AMALGAM",9,5,5899.133,1e-08,27
"MA-LS-CHAIN",9,5,6132.2,1e-08,28
"MOS",9,5,6434.467,1e-08,29
"DE-F-AUC",9,5,6635.467,1e-08,30
"(1 2) CMA-ES",9,5,7221.267,1e-08,31
"PM-AdapSS-DE",9,5,8363.867,1e-08,32
"DEuniform",9,5,8718.333,1e-08,33
"(1 2^s) CMA-ES",9,5,11429.93,1e-08,34
"Cauchy-EDA",9,5,16796.73,1e-08,35
"CMA-EGS",9,5,17125.73,1e-08,36
"One-Fifth Variant3",9,5,113911.6,1e-08,37
"DIRECT",9,5,126097,1e-08,38
"ALPS",9,5,272398.9,1e-08,39
"nPOEMS",9,5,492497.2,1e-08,40
"PSO",9,5,1266871,1e-08,41
"oPOEMS",9,5,1298367,1e-08,42
"EDA-PSO",9,5,1313291,1e-08,43
"DASA",9,5,3756397,1e-08,44
"PSO_Bounds",9,5,7494481,1e-08,45
"MCS",9,10,1065.4,0.001,1
"NEWUOA",9,10,1290.867,0.001,2
"AVGNEWUOA",9,10,1382.267,0.001,3
"BFGS",9,10,1455.933,0.001,4
"FULLNEWUOA",9,10,1611.733,0.001,5
"GLOBAL",9,10,1627.8,0.001,6
"fminsearch",9,10,3372.067,0.001,7
"IPOP-ACTCMA-ES",9,10,4729.267,0.001,8
"(1+2_m^s) CMA-ES",9,10,4800.6,0.001,9
"(1 4_m^s) CMA-ES",9,10,5460,0.001,10
"IPOP-CMA-ES",9,10,5624.4,0.001,11
"(1 4^s) CMA-ES",9,10,5688.8,0.001,12
"BIPOP-CMA-ES",9,10,5800.4,0.001,13
"(1+1) CMA-ES",9,10,5853.267,0.001,14
"(mu+lambda) CMA-ES",9,10,6235.533,0.001,15
"Nelder-Doerr",9,10,6375.467,0.001,16
"(1 4_m) CMA-ES",9,10,6902.067,0.001,17
"(1 4) CMA-ES",9,10,7969.267,0.001,18
"(1 2_m^s) CMA-ES",9,10,8224.8,0.001,19
"IPOP-SEP-CMA-ES",9,10,8346.667,0.001,20
"(1 2_m) CMA-ES",9,10,9420.867,0.001,21
"iAMALGAM",9,10,9489,0.001,22
"G3PCX",9,10,11093.13,0.001,23
"NBC-CMA",9,10,11296.47,0.001,24
"CMA-EGS",9,10,11622.8,0.001,25
"MOS",9,10,11861.93,0.001,26
"VNS",9,10,13521.53,0.001,27
"AMALGAM",9,10,15931.67,0.001,28
"DE-F-AUC",9,10,19824.6,0.001,29
"(1 2) CMA-ES",9,10,22656.87,0.001,30
"(1 2^s) CMA-ES",9,10,25083.07,0.001,31
"DEuniform",9,10,28283.87,0.001,32
"MA-LS-CHAIN",9,10,28288.4,0.001,33
"PM-AdapSS-DE",9,10,30156.2,0.001,34
"Cauchy-EDA",9,10,121178,0.001,35
"Local Search - Rosenbrock",9,10,134005.1,0.001,36
"One-Fifth Variant3",9,10,231210.7,0.001,37
"nPOEMS",9,10,597009.9,0.001,38
"ALPS",9,10,2044800,0.001,39
"DASA",9,10,3054034,0.001,40
"MCS",9,10,1113.4,1e-04,1
"NEWUOA",9,10,1335.467,1e-04,2
"AVGNEWUOA",9,10,1404.733,1e-04,3
"BFGS",9,10,1471.333,1e-04,4
"FULLNEWUOA",9,10,1644.467,1e-04,5
"GLOBAL",9,10,1644.667,1e-04,6
"fminsearch",9,10,3544.667,1e-04,7
"IPOP-ACTCMA-ES",9,10,4888.6,1e-04,8
"(1+2_m^s) CMA-ES",9,10,4978.067,1e-04,9
"(1 4_m^s) CMA-ES",9,10,5597.6,1e-04,10
"IPOP-CMA-ES",9,10,5844.667,1e-04,11
"(1 4^s) CMA-ES",9,10,5860.8,1e-04,12
"BIPOP-CMA-ES",9,10,6023.867,1e-04,13
"(1+1) CMA-ES",9,10,6036.133,1e-04,14
"(mu+lambda) CMA-ES",9,10,6416.533,1e-04,15
"Nelder-Doerr",9,10,6622,1e-04,16
"(1 4_m) CMA-ES",9,10,7103.2,1e-04,17
"(1 4) CMA-ES",9,10,8169.867,1e-04,18
"(1 2_m^s) CMA-ES",9,10,8464.6,1e-04,19
"IPOP-SEP-CMA-ES",9,10,8573.267,1e-04,20
"(1 2_m) CMA-ES",9,10,9687.6,1e-04,21
"iAMALGAM",9,10,9924.467,1e-04,22
"G3PCX",9,10,11223.6,1e-04,23
"NBC-CMA",9,10,11701.13,1e-04,24
"CMA-EGS",9,10,12179.67,1e-04,25
"MOS",9,10,12346.8,1e-04,26
"VNS",9,10,13847.4,1e-04,27
"AMALGAM",9,10,16748.13,1e-04,28
"DE-F-AUC",9,10,21079.93,1e-04,29
"(1 2) CMA-ES",9,10,23190.53,1e-04,30
"(1 2^s) CMA-ES",9,10,25637.73,1e-04,31
"MA-LS-CHAIN",9,10,28797.73,1e-04,32
"DEuniform",9,10,29713.93,1e-04,33
"PM-AdapSS-DE",9,10,31422.07,1e-04,34
"Cauchy-EDA",9,10,125691.6,1e-04,35
"Local Search - Rosenbrock",9,10,204847.9,1e-04,36
"One-Fifth Variant3",9,10,271890.1,1e-04,37
"nPOEMS",9,10,772558.9,1e-04,38
"ALPS",9,10,3376022,1e-04,39
"DASA",9,10,4148794,1e-04,40
"MCS",9,10,1138,1e-05,1
"NEWUOA",9,10,1376.2,1e-05,2
"AVGNEWUOA",9,10,1418.8,1e-05,3
"BFGS",9,10,1483.8,1e-05,4
"GLOBAL",9,10,1657.133,1e-05,5
"FULLNEWUOA",9,10,1670.467,1e-05,6
"fminsearch",9,10,3694.867,1e-05,7
"IPOP-ACTCMA-ES",9,10,5056.133,1e-05,8
"(1+2_m^s) CMA-ES",9,10,5136.733,1e-05,9
"(1 4_m^s) CMA-ES",9,10,5712.667,1e-05,10
"IPOP-CMA-ES",9,10,6035.467,1e-05,11
"(1 4^s) CMA-ES",9,10,6040.933,1e-05,12
"(1+1) CMA-ES",9,10,6204.6,1e-05,13
"BIPOP-CMA-ES",9,10,6215.4,1e-05,14
"(mu+lambda) CMA-ES",9,10,6581.8,1e-05,15
"Nelder-Doerr",9,10,6845,1e-05,16
"(1 4_m) CMA-ES",9,10,7246.8,1e-05,17
"(1 4) CMA-ES",9,10,8357.8,1e-05,18
"(1 2_m^s) CMA-ES",9,10,8630.133,1e-05,19
"IPOP-SEP-CMA-ES",9,10,8784.6,1e-05,20
"(1 2_m) CMA-ES",9,10,9890.933,1e-05,21
"iAMALGAM",9,10,10303.6,1e-05,22
"G3PCX",9,10,11374.67,1e-05,23
"NBC-CMA",9,10,12015.07,1e-05,24
"CMA-EGS",9,10,12560.53,1e-05,25
"MOS",9,10,12759.93,1e-05,26
"VNS",9,10,14140.8,1e-05,27
"AMALGAM",9,10,17435.2,1e-05,28
"DE-F-AUC",9,10,22332.47,1e-05,29
"(1 2) CMA-ES",9,10,23619.73,1e-05,30
"(1 2^s) CMA-ES",9,10,26066.07,1e-05,31
"MA-LS-CHAIN",9,10,29242.4,1e-05,32
"DEuniform",9,10,31535.8,1e-05,33
"PM-AdapSS-DE",9,10,32810.67,1e-05,34
"Cauchy-EDA",9,10,129334.6,1e-05,35
"One-Fifth Variant3",9,10,313472.3,1e-05,36
"nPOEMS",9,10,970374.1,1e-05,37
"DASA",9,10,4873156,1e-05,38
"ALPS",9,10,5044534,1e-05,39
"MCS",9,10,1181.2,1e-06,1
"NEWUOA",9,10,1402.067,1e-06,2
"AVGNEWUOA",9,10,1431.733,1e-06,3
"BFGS",9,10,1493.333,1e-06,4
"GLOBAL",9,10,1665.933,1e-06,5
"FULLNEWUOA",9,10,1682.267,1e-06,6
"fminsearch",9,10,3790.667,1e-06,7
"IPOP-ACTCMA-ES",9,10,5213.267,1e-06,8
"(1+2_m^s) CMA-ES",9,10,5261.4,1e-06,9
"(1 4_m^s) CMA-ES",9,10,5816.533,1e-06,10
"(1 4^s) CMA-ES",9,10,6187.133,1e-06,11
"IPOP-CMA-ES",9,10,6212,1e-06,12
"(1+1) CMA-ES",9,10,6346.933,1e-06,13
"BIPOP-CMA-ES",9,10,6372,1e-06,14
"(mu+lambda) CMA-ES",9,10,6723.933,1e-06,15
"Nelder-Doerr",9,10,6983.8,1e-06,16
"(1 4_m) CMA-ES",9,10,7381.933,1e-06,17
"(1 4) CMA-ES",9,10,8512.067,1e-06,18
"(1 2_m^s) CMA-ES",9,10,8785.467,1e-06,19
"IPOP-SEP-CMA-ES",9,10,8971.533,1e-06,20
"(1 2_m) CMA-ES",9,10,10073.53,1e-06,21
"iAMALGAM",9,10,10717.2,1e-06,22
"G3PCX",9,10,11513.27,1e-06,23
"NBC-CMA",9,10,12274.67,1e-06,24
"CMA-EGS",9,10,13005.73,1e-06,25
"MOS",9,10,13162.53,1e-06,26
"VNS",9,10,14315.6,1e-06,27
"AMALGAM",9,10,18135.33,1e-06,28
"DE-F-AUC",9,10,23454.33,1e-06,29
"(1 2) CMA-ES",9,10,23962.13,1e-06,30
"(1 2^s) CMA-ES",9,10,26462.33,1e-06,31
"MA-LS-CHAIN",9,10,29461.53,1e-06,32
"DEuniform",9,10,33297.8,1e-06,33
"PM-AdapSS-DE",9,10,34162.13,1e-06,34
"Cauchy-EDA",9,10,133135.3,1e-06,35
"One-Fifth Variant3",9,10,355234.2,1e-06,36
"nPOEMS",9,10,1148062,1e-06,37
"DASA",9,10,5679077,1e-06,38
"ALPS",9,10,22741250,1e-06,39
"MCS",9,10,1185.4,1e-07,1
"NEWUOA",9,10,1434.2,1e-07,2
"AVGNEWUOA",9,10,1444.4,1e-07,3
"BFGS",9,10,1502.133,1e-07,4
"GLOBAL",9,10,1675.467,1e-07,5
"FULLNEWUOA",9,10,1693.667,1e-07,6
"fminsearch",9,10,3940.8,1e-07,7
"IPOP-ACTCMA-ES",9,10,5364.933,1e-07,8
"(1+2_m^s) CMA-ES",9,10,5374.933,1e-07,9
"(1 4_m^s) CMA-ES",9,10,5920.667,1e-07,10
"(1 4^s) CMA-ES",9,10,6305.933,1e-07,11
"IPOP-CMA-ES",9,10,6375.333,1e-07,12
"(1+1) CMA-ES",9,10,6491.467,1e-07,13
"BIPOP-CMA-ES",9,10,6544,1e-07,14
"(mu+lambda) CMA-ES",9,10,6855.733,1e-07,15
"Nelder-Doerr",9,10,7146.733,1e-07,16
"(1 4_m) CMA-ES",9,10,7510.667,1e-07,17
"(1 4) CMA-ES",9,10,8708.533,1e-07,18
"(1 2_m^s) CMA-ES",9,10,8941.8,1e-07,19
"IPOP-SEP-CMA-ES",9,10,9159.067,1e-07,20
"(1 2_m) CMA-ES",9,10,10254.93,1e-07,21
"iAMALGAM",9,10,11070.6,1e-07,22
"G3PCX",9,10,11692.4,1e-07,23
"NBC-CMA",9,10,12513.2,1e-07,24
"CMA-EGS",9,10,13361.33,1e-07,25
"MOS",9,10,13615.33,1e-07,26
"VNS",9,10,14487,1e-07,27
"AMALGAM",9,10,18772.27,1e-07,28
"(1 2) CMA-ES",9,10,24316.87,1e-07,29
"DE-F-AUC",9,10,24592.27,1e-07,30
"(1 2^s) CMA-ES",9,10,26835.67,1e-07,31
"MA-LS-CHAIN",9,10,29851.2,1e-07,32
"DEuniform",9,10,35043.4,1e-07,33
"PM-AdapSS-DE",9,10,35488.6,1e-07,34
"Cauchy-EDA",9,10,137134.3,1e-07,35
"One-Fifth Variant3",9,10,396996.3,1e-07,36
"nPOEMS",9,10,1488231,1e-07,37
"DASA",9,10,6843195,1e-07,38
"ALPS",9,10,72395710,1e-07,39
"MCS",9,10,1197.4,1e-08,1
"AVGNEWUOA",9,10,1456.067,1e-08,2
"NEWUOA",9,10,1464,1e-08,3
"BFGS",9,10,1510.933,1e-08,4
"GLOBAL",9,10,1684.267,1e-08,5
"FULLNEWUOA",9,10,1700.333,1e-08,6
"fminsearch",9,10,4065.2,1e-08,7
"(1+2_m^s) CMA-ES",9,10,5465.8,1e-08,8
"IPOP-ACTCMA-ES",9,10,5511.6,1e-08,9
"(1 4_m^s) CMA-ES",9,10,6015.333,1e-08,10
"(1 4^s) CMA-ES",9,10,6435.2,1e-08,11
"IPOP-CMA-ES",9,10,6547.667,1e-08,12
"(1+1) CMA-ES",9,10,6615.333,1e-08,13
"BIPOP-CMA-ES",9,10,6711.8,1e-08,14
"(mu+lambda) CMA-ES",9,10,6953.333,1e-08,15
"Nelder-Doerr",9,10,7290.533,1e-08,16
"(1 4_m) CMA-ES",9,10,7651.067,1e-08,17
"(1 4) CMA-ES",9,10,8851.4,1e-08,18
"(1 2_m^s) CMA-ES",9,10,9089.533,1e-08,19
"IPOP-SEP-CMA-ES",9,10,9337.467,1e-08,20
"(1 2_m) CMA-ES",9,10,10425.07,1e-08,21
"iAMALGAM",9,10,11464.53,1e-08,22
"G3PCX",9,10,11902.6,1e-08,23
"NBC-CMA",9,10,12781.27,1e-08,24
"CMA-EGS",9,10,13695.33,1e-08,25
"MOS",9,10,13997.27,1e-08,26
"VNS",9,10,14636.67,1e-08,27
"AMALGAM",9,10,19397.13,1e-08,28
"(1 2) CMA-ES",9,10,24673.87,1e-08,29
"DE-F-AUC",9,10,25655.6,1e-08,30
"(1 2^s) CMA-ES",9,10,27188.73,1e-08,31
"MA-LS-CHAIN",9,10,30258.2,1e-08,32
"DEuniform",9,10,36684.33,1e-08,33
"PM-AdapSS-DE",9,10,36949.67,1e-08,34
"Cauchy-EDA",9,10,141358.7,1e-08,35
"One-Fifth Variant3",9,10,438515.1,1e-08,36
"nPOEMS",9,10,1805497,1e-08,37
"DASA",9,10,8166667,1e-08,38
"NEWUOA",9,20,3455,0.001,1
"AVGNEWUOA",9,20,4340.133,0.001,2
"GLOBAL",9,20,5532.2,0.001,3
"MCS",9,20,5656.8,0.001,4
"BFGS",9,20,7052.8,0.001,5
"FULLNEWUOA",9,20,8099.4,0.001,6
"G3PCX",9,20,14164.13,0.001,7
"IPOP-ACTCMA-ES",9,20,17236.8,0.001,8
"(1 4_m^s) CMA-ES",9,20,18743.67,0.001,9
"IPOP-CMA-ES",9,20,21024.4,0.001,10
"BIPOP-CMA-ES",9,20,21176.2,0.001,11
"(1 4_m) CMA-ES",9,20,21399.07,0.001,12
"(1+1) CMA-ES",9,20,22532.07,0.001,13
"(1 4) CMA-ES",9,20,22779.4,0.001,14
"(1 2_m^s) CMA-ES",9,20,24007.73,0.001,15
"(mu+lambda) CMA-ES",9,20,24257.6,0.001,16
"(1+2_m^s) CMA-ES",9,20,24608.27,0.001,17
"IPOP-SEP-CMA-ES",9,20,25149.33,0.001,18
"(1 4^s) CMA-ES",9,20,25798.53,0.001,19
"Nelder-Doerr",9,20,25950.4,0.001,20
"fminsearch",9,20,29007.93,0.001,21
"(1 2_m) CMA-ES",9,20,29632.87,0.001,22
"VNS",9,20,29970.33,0.001,23
"CMA-EGS",9,20,36169.53,0.001,24
"NBC-CMA",9,20,38174.67,0.001,25
"iAMALGAM",9,20,42222.73,0.001,26
"MOS",9,20,52774.07,0.001,27
"(1 2^s) CMA-ES",9,20,80215.4,0.001,28
"AMALGAM",9,20,83788.73,0.001,29
"(1 2) CMA-ES",9,20,84660.13,0.001,30
"DE-F-AUC",9,20,100330.3,0.001,31
"MA-LS-CHAIN",9,20,106376.4,0.001,32
"DEuniform",9,20,147745.4,0.001,33
"PM-AdapSS-DE",9,20,157007.2,0.001,34
"Local Search - Rosenbrock",9,20,218805.7,0.001,35
"One-Fifth Variant3",9,20,379404,0.001,36
"Cauchy-EDA",9,20,1068784,0.001,37
"nPOEMS",9,20,3356827,0.001,38
"DASA",9,20,7158779,0.001,39
"NEWUOA",9,20,3529.467,1e-04,1
"AVGNEWUOA",9,20,4404.8,1e-04,2
"GLOBAL",9,20,5568.6,1e-04,3
"MCS",9,20,5919.4,1e-04,4
"BFGS",9,20,7093.4,1e-04,5
"FULLNEWUOA",9,20,8213.667,1e-04,6
"G3PCX",9,20,14511,1e-04,7
"IPOP-ACTCMA-ES",9,20,17599.33,1e-04,8
"(1 4_m^s) CMA-ES",9,20,19025.33,1e-04,9
"IPOP-CMA-ES",9,20,21511.07,1e-04,10
"BIPOP-CMA-ES",9,20,21648.33,1e-04,11
"(1 4_m) CMA-ES",9,20,21767.13,1e-04,12
"(1+1) CMA-ES",9,20,22964,1e-04,13
"(1 4) CMA-ES",9,20,23236.4,1e-04,14
"(1 2_m^s) CMA-ES",9,20,24424.13,1e-04,15
"(mu+lambda) CMA-ES",9,20,24686.73,1e-04,16
"(1+2_m^s) CMA-ES",9,20,25095.87,1e-04,17
"IPOP-SEP-CMA-ES",9,20,25617.6,1e-04,18
"(1 4^s) CMA-ES",9,20,26148.2,1e-04,19
"Nelder-Doerr",9,20,28043.6,1e-04,20
"(1 2_m) CMA-ES",9,20,30073.13,1e-04,21
"VNS",9,20,30387.2,1e-04,22
"fminsearch",9,20,30479.07,1e-04,23
"CMA-EGS",9,20,37309.73,1e-04,24
"NBC-CMA",9,20,39273.2,1e-04,25
"iAMALGAM",9,20,43445.6,1e-04,26
"MOS",9,20,53529.4,1e-04,27
"(1 2^s) CMA-ES",9,20,81714.07,1e-04,28
"(1 2) CMA-ES",9,20,85625.73,1e-04,29
"AMALGAM",9,20,86644,1e-04,30
"DE-F-AUC",9,20,104563.5,1e-04,31
"MA-LS-CHAIN",9,20,108543.7,1e-04,32
"DEuniform",9,20,153856.5,1e-04,33
"PM-AdapSS-DE",9,20,161491.5,1e-04,34
"One-Fifth Variant3",9,20,474182.6,1e-04,35
"Cauchy-EDA",9,20,1208155,1e-04,36
"Local Search - Rosenbrock",9,20,2988434,1e-04,37
"nPOEMS",9,20,4522501,1e-04,38
"DASA",9,20,8493152,1e-04,39
"NEWUOA",9,20,3594,1e-05,1
"AVGNEWUOA",9,20,4439.8,1e-05,2
"GLOBAL",9,20,5592.4,1e-05,3
"MCS",9,20,6087.6,1e-05,4
"BFGS",9,20,7113,1e-05,5
"FULLNEWUOA",9,20,8275.4,1e-05,6
"G3PCX",9,20,14902.6,1e-05,7
"IPOP-ACTCMA-ES",9,20,17920.8,1e-05,8
"(1 4_m^s) CMA-ES",9,20,19292.6,1e-05,9
"IPOP-CMA-ES",9,20,21914.27,1e-05,10
"BIPOP-CMA-ES",9,20,22046.73,1e-05,11
"(1 4_m) CMA-ES",9,20,22128.33,1e-05,12
"(1+1) CMA-ES",9,20,23367,1e-05,13
"(1 4) CMA-ES",9,20,23661.07,1e-05,14
"(1 2_m^s) CMA-ES",9,20,24777.07,1e-05,15
"(mu+lambda) CMA-ES",9,20,25113.2,1e-05,16
"(1+2_m^s) CMA-ES",9,20,25499,1e-05,17
"IPOP-SEP-CMA-ES",9,20,25985.33,1e-05,18
"(1 4^s) CMA-ES",9,20,26514.2,1e-05,19
"Nelder-Doerr",9,20,30274.73,1e-05,20
"(1 2_m) CMA-ES",9,20,30441.27,1e-05,21
"VNS",9,20,30785.87,1e-05,22
"fminsearch",9,20,31594.53,1e-05,23
"CMA-EGS",9,20,38453.87,1e-05,24
"NBC-CMA",9,20,40103,1e-05,25
"iAMALGAM",9,20,44737.2,1e-05,26
"MOS",9,20,54335.33,1e-05,27
"(1 2^s) CMA-ES",9,20,83081.2,1e-05,28
"(1 2) CMA-ES",9,20,86636.13,1e-05,29
"AMALGAM",9,20,89315.07,1e-05,30
"DE-F-AUC",9,20,108312,1e-05,31
"MA-LS-CHAIN",9,20,109331.9,1e-05,32
"DEuniform",9,20,160250.9,1e-05,33
"PM-AdapSS-DE",9,20,165666.3,1e-05,34
"One-Fifth Variant3",9,20,570093.9,1e-05,35
"Cauchy-EDA",9,20,1698775,1e-05,36
"nPOEMS",9,20,9117079,1e-05,37
"DASA",9,20,9724309,1e-05,38
"NEWUOA",9,20,3661.867,1e-06,1
"AVGNEWUOA",9,20,4475.867,1e-06,2
"GLOBAL",9,20,5612,1e-06,3
"MCS",9,20,6134,1e-06,4
"BFGS",9,20,7134,1e-06,5
"FULLNEWUOA",9,20,8321.267,1e-06,6
"G3PCX",9,20,15270,1e-06,7
"IPOP-ACTCMA-ES",9,20,18237.2,1e-06,8
"(1 4_m^s) CMA-ES",9,20,19555.13,1e-06,9
"IPOP-CMA-ES",9,20,22283.47,1e-06,10
"BIPOP-CMA-ES",9,20,22410.6,1e-06,11
"(1 4_m) CMA-ES",9,20,22446.93,1e-06,12
"(1+1) CMA-ES",9,20,23730.47,1e-06,13
"(1 4) CMA-ES",9,20,24065.73,1e-06,14
"(1 2_m^s) CMA-ES",9,20,25088.6,1e-06,15
"(mu+lambda) CMA-ES",9,20,25461.33,1e-06,16
"(1+2_m^s) CMA-ES",9,20,25818.67,1e-06,17
"IPOP-SEP-CMA-ES",9,20,26354.07,1e-06,18
"(1 4^s) CMA-ES",9,20,26832.67,1e-06,19
"(1 2_m) CMA-ES",9,20,30817.6,1e-06,20
"VNS",9,20,31130.8,1e-06,21
"fminsearch",9,20,32421.53,1e-06,22
"Nelder-Doerr",9,20,32635.2,1e-06,23
"CMA-EGS",9,20,39317.2,1e-06,24
"NBC-CMA",9,20,40752.73,1e-06,25
"iAMALGAM",9,20,46112.47,1e-06,26
"MOS",9,20,54799.4,1e-06,27
"(1 2^s) CMA-ES",9,20,84321.73,1e-06,28
"(1 2) CMA-ES",9,20,87563.47,1e-06,29
"AMALGAM",9,20,92183.87,1e-06,30
"MA-LS-CHAIN",9,20,110136.8,1e-06,31
"DE-F-AUC",9,20,112215.3,1e-06,32
"DEuniform",9,20,166417.1,1e-06,33
"PM-AdapSS-DE",9,20,169712.2,1e-06,34
"One-Fifth Variant3",9,20,667050.6,1e-06,35
"Cauchy-EDA",9,20,2310901,1e-06,36
"DASA",9,20,11791540,1e-06,37
"nPOEMS",9,20,17630710,1e-06,38
"NEWUOA",9,20,3726.533,1e-07,1
"AVGNEWUOA",9,20,4502.2,1e-07,2
"GLOBAL",9,20,5631.6,1e-07,3
"MCS",9,20,6144.2,1e-07,4
"BFGS",9,20,7150.8,1e-07,5
"FULLNEWUOA",9,20,8358.933,1e-07,6
"G3PCX",9,20,15666.8,1e-07,7
"IPOP-ACTCMA-ES",9,20,18541.13,1e-07,8
"(1 4_m^s) CMA-ES",9,20,19800.07,1e-07,9
"IPOP-CMA-ES",9,20,22645.33,1e-07,10
"(1 4_m) CMA-ES",9,20,22734,1e-07,11
"BIPOP-CMA-ES",9,20,22775.67,1e-07,12
"(1+1) CMA-ES",9,20,24112.87,1e-07,13
"(1 4) CMA-ES",9,20,24441.53,1e-07,14
"(1 2_m^s) CMA-ES",9,20,25384.53,1e-07,15
"(mu+lambda) CMA-ES",9,20,25815.33,1e-07,16
"(1+2_m^s) CMA-ES",9,20,26099.73,1e-07,17
"IPOP-SEP-CMA-ES",9,20,26719.93,1e-07,18
"(1 4^s) CMA-ES",9,20,27133.53,1e-07,19
"(1 2_m) CMA-ES",9,20,31143.8,1e-07,20
"VNS",9,20,31491.6,1e-07,21
"fminsearch",9,20,33051.4,1e-07,22
"Nelder-Doerr",9,20,34846.13,1e-07,23
"CMA-EGS",9,20,40204,1e-07,24
"NBC-CMA",9,20,41297.07,1e-07,25
"iAMALGAM",9,20,47397.73,1e-07,26
"MOS",9,20,55499.87,1e-07,27
"(1 2^s) CMA-ES",9,20,85245.87,1e-07,28
"(1 2) CMA-ES",9,20,88503.2,1e-07,29
"AMALGAM",9,20,94360.73,1e-07,30
"MA-LS-CHAIN",9,20,110817.9,1e-07,31
"DE-F-AUC",9,20,115717.8,1e-07,32
"DEuniform",9,20,172534.7,1e-07,33
"PM-AdapSS-DE",9,20,173612.8,1e-07,34
"One-Fifth Variant3",9,20,763720.2,1e-07,35
"Cauchy-EDA",9,20,2347908,1e-07,36
"DASA",9,20,13916580,1e-07,37
"nPOEMS",9,20,89841700,1e-07,38
"NEWUOA",9,20,3783.867,1e-08,1
"AVGNEWUOA",9,20,4535.533,1e-08,2
"GLOBAL",9,20,5647,1e-08,3
"MCS",9,20,6253.2,1e-08,4
"BFGS",9,20,7169,1e-08,5
"FULLNEWUOA",9,20,8385.533,1e-08,6
"G3PCX",9,20,16138.73,1e-08,7
